Tin,Tout,P,F,RPM,V,L,fault_label
280.252096706584,0.252096706584515,0.252096706584515,0.252096706584515,1500.25209670658,1.05209670658452,0.252096706584515,0
281.68762428156,7.23208848890035,1.6774962299628,1.87395727411357,1501.68762428156,2.48762428155986,1.53761868584709,0
279.393705923347,10.3730299210459,-0.620261594980096,-0.235942757153663,1499.39370592335,0.193705923346516,-0.906312236673858,0
280.908862174608,17.2156095811877,0.897163794698737,1.46094590868416,1500.90886217461,1.70886217460787,0.458830679950214,0
280.138731248736,21.6675908165314,0.135234552039898,0.870289881078414,1500.13873124874,0.93873124873579,-0.461308330637276,0
279.725720226056,26.3734637886862,-0.263814460127877,0.634524283672917,1499.72572022606,0.525720226056109,-1.02431634199154,0
279.349600436884,31.0150416890689,-0.620380361237148,0.433448141740976,1499.34960043688,0.149600436883837,-1.55041634800605,0
280.097449998892,36.6814040921441,0.152450210667764,1.35416692388161,1500.09744999889,0.897449998891997,-0.952524721812888,0
280.408061876195,41.8133058142286,0.493309085655629,1.83550060537673,1500.4080618762,1.20806187619515,-0.791843153041531,0
280.178273156208,46.3095069742383,0.298875767744281,1.77431294926993,1500.17827315621,0.978273156207675,-1.17152936737448,0
280.361418255166,51.1252269675818,0.522330570712982,2.12396471605678,1500.36141825517,1.16141825516588,-1.13824391750949,0
280.351192333937,55.6560086351306,0.557217965491189,2.2781770836105,1500.35119233394,1.15119233393741,-1.29828676390351,0
279.901981443426,59.6580491468742,0.157776658408711,1.9913617966519,1499.90198144343,0.701981443425895,-1.89726712598923,0
280.886209445635,65.0055476466212,1.19628644634841,3.13596809182776,1500.88620944563,1.68620944563468,-1.06275655779904,0
279.634437829145,68.0308057767889,0.00316796753498166,2.04258251715416,1499.63443782915,0.434437829145287,-2.46418912923951,0
278.498994772063,71.08785743662,-1.06938829900926,1.06355799887807,1498.49899477206,-0.701005227936584,-3.74923235996257,0
278.906398849513,75.6048931711833,-0.594998388282501,1.62543755283836,1498.90639884951,-0.293601150486964,-3.49136350875128,0
281.281490709644,82.0083925153967,1.85104676554866,4.15308596429208,1501.28149070964,2.08149070964371,-1.26573789445433,0
279.696161347853,84.3718529230426,0.340509543353179,2.7184180659088,1499.69616134785,0.496161347853496,-3.00046061876533,0
279.321237728761,87.8676760305699,0.044091204104422,2.49228436346721,1499.32123772876,0.12123772876091,-3.52470094131271,0
279.407042378968,91.7477278789817,0.211991419836634,2.72503063229698,1499.40704237897,0.20704237896845,-3.5881326840162,0
279.472272335284,95.5322184787273,0.362787167135227,2.93537686913257,1499.47227233528,0.272272335283717,-3.67205528004319,0
279.65853639771,99.364239667157,0.63796992445393,3.26495454869169,1499.65853639771,0.458536397710349,-3.63485651805128,0
279.652462332087,102.931872903658,0.724052820117587,3.40041382985678,1499.65246233209,0.452462332086558,-3.78990533683854,0
279.84880048822,106.631293468556,1.01567419684038,3.73652717730853,1499.84880048822,0.648800488219637,-3.74244820455183,0
281.054289313638,111.270636546146,2.3194630728626,5.08005487873323,1501.05428931364,1.85428931363788,-2.68574360233085,0
280.052019721682,113.634362150777,1.4184034584099,4.21410941632664,1500.05201972168,0.852019721681846,-3.836697653665,0
